module_name,variable_name,update_type,recommended_action,priority,reason,code_files,notes
p-and-l,pnl_sync_signature,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js,implemented_contract_not_documented_in_brief
p-and-l,profit_and_loss,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\model-readiness\ModelReadinessAuditPanel.jsx | hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
p-and-l,profit_and_loss_ready,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\reconciliation\reconciliationRules.js,implemented_contract_not_documented_in_brief | readiness_field
p-and-l,profit_and_loss_state,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useGeneralOverheads.js | hooks\useProfitAndLoss.js,implemented_contract_not_documented_in_brief
p-and-l,reconciliation,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,state,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useProfitAndLoss.js | lib\storage\profitAndLossProfileStorage.js,implemented_contract_not_documented_in_brief
p-and-l,subcontract_cost,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,summary,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,tone,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossProgressPanel.jsx | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_assigned_business_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_business_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_cogs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_cost_of_sales,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_direct_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_model_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_operating_expenses,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_pnl_costs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_revenue,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,total_trading_income,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,unassigned_balance,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,unassigned_details,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossMainCard.jsx | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,unreviewed_interest_count,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,unreviewed_interest_total,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,value,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,variance,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,warn,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\p-and-l\ProfitAndLossStatusStrip.jsx | lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
p-and-l,warnings,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,lib\selectors\profitAndLossSelectors.js,implemented_contract_not_documented_in_brief
rate-builder,group_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\rate-builder\RateBuilderLineCalculator.jsx,implemented_contract_not_documented_in_brief
rate-builder,operational_group_cost_rows,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\rate-builder\RateBuilderLineCalculator.jsx,implemented_contract_not_documented_in_brief
rate-builder,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\rate-builder\RateBuilderLineCalculator.jsx,implemented_contract_not_documented_in_brief
recovery-summary,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
recovery-summary,recovery_summary,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\recovery-outcome\page.jsx | lib\calculations\recoveryOutcomeCalculations.js | lib\recovery\recoveryRiskWarningSystem.js,implemented_contract_not_documented_in_brief
recovery-summary,recovery_summary_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,app\recovery-outcome\page.jsx,implemented_contract_not_documented_in_brief
revenue-cogs,business_setup,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,business_type,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,calculations,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,cost_of_sales_lines,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,direct_cost_categories,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,direct_cost_category_totals,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\business-summary\BusinessSummaryHierarchyBuilder.js | hooks\useBusinessSummary.js | hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,labour_based,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-cogs,resolved_commercial_driver_mode,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js | lib\calculations\revenueCogsCalculations.js,implemented_contract_not_documented_in_brief
revenue-cogs,revenue_cogs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useBusinessSummary.js | hooks\useRecoverySummary.js | hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-cogs,revenue_cogs_output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useBusinessSummary.js | hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-cogs,revenue_cogs_outputs,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRecoverySummary.js,implemented_contract_not_documented_in_brief
revenue-cogs,revenue_cogs_state,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueCogs.js,implemented_contract_not_documented_in_brief
revenue-reality,business_setup,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-reality,business_type,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js,implemented_contract_not_documented_in_brief
revenue-reality,calculations,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-reality,is_product_based,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js,implemented_contract_not_documented_in_brief | readiness_field
revenue-reality,output_contract,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,hooks\useRevenueReality.js,implemented_contract_not_documented_in_brief
revenue-reality,total_revenue,add_implemented_output_contract_to_brief,add_to_v5_module_brief,P1,Implemented output contract exists in code but is not documented in v5.0 brief.,components\revenue-reality\RevenueRealityStatusStrip.jsx | hooks\useRevenueReality.js | lib\calculations\revenueRealityCalculations.js,implemented_contract_not_documented_in_brief
